model,dataset,method,low_fraction,cell_n,low_n,high_n,low_score_cutoff,high_score_cutoff,low_error_rate,high_error_rate,low_hallucination_rate,high_hallucination_rate,low_severe_hallucination_rate,low_vs_high_hallucination_gap,low_hallucination_n,low_error_n,low_hallucination_share,high_hallucination_recall,cell_hallucination_n,cell_error_n,low_correct_clean_n,low_correct_hallucination_n,low_wrong_clean_n,low_wrong_hallucination_n
internvl,hallusionbench,perplexity,0.3,1122,337,337,1.0001470804232382,1.0014692306840978,0.22551928783382788,0.5252225519287834,0.3293768545994065,0.5014836795252225,0.18991097922848665,-0.17210682492581603,111,76,0.22289156626506024,0.3393574297188755,498,438,214,47,12,64
internvl,hallusionbench,semantic_entropy,0.1,1122,113,113,-0.0,0.6733499391703979,0.2831858407079646,0.6194690265486725,0.37168141592920356,0.5752212389380531,0.22123893805309736,-0.20353982300884954,42,32,0.08433734939759036,0.13052208835341367,498,438,64,17,7,25
internvl,hallusionbench,semantic_entropy,0.2,1122,225,225,-0.0,0.6727552438957014,0.24888888888888888,0.6133333333333333,0.3111111111111111,0.5822222222222222,0.19111111111111112,-0.2711111111111111,70,56,0.14056224899598393,0.26305220883534136,498,438,142,27,13,43
internvl,hallusionbench,semantic_entropy,0.3,1122,337,337,-0.0,0.5486616094148373,0.2433234421364985,0.5519287833827893,0.34421364985163205,0.5578635014836796,0.19287833827893175,-0.21364985163204753,116,82,0.23293172690763053,0.37751004016064255,498,438,204,51,17,65
internvl,hallusionbench,umpire,0.1,1122,113,113,-18.688703786256905,986.6291539581895,0.11504424778761062,0.48672566371681414,0.1415929203539823,0.5221238938053098,0.08849557522123894,-0.38053097345132747,16,13,0.0321285140562249,0.11847389558232932,498,438,94,6,3,10
internvl,hallusionbench,umpire,0.2,1122,225,225,-16.42408870910501,274.66435975465737,0.14222222222222222,0.48444444444444446,0.2311111111111111,0.5333333333333333,0.12444444444444444,-0.3022222222222222,52,32,0.10441767068273092,0.24096385542168675,498,438,169,24,4,28
internvl,hallusionbench,umpire,0.3,1122,337,337,-12.423119136889184,84.85614517005791,0.22255192878338279,0.5014836795252225,0.3026706231454006,0.5281899109792285,0.18694362017804153,-0.2255192878338279,102,75,0.20481927710843373,0.357429718875502,498,438,223,39,12,63
internvl,mmvet,perplexity,0.1,206,21,21,1.0001067306108893,1.593263807703316,0.09523809523809523,0.6190476190476191,0.047619047619047616,0.3333333333333333,0.047619047619047616,-0.2857142857142857,1,2,0.017241379310344827,0.1206896551724138,58,82,19,0,1,1
internvl,mmvet,perplexity,0.2,206,42,42,1.0005444672770134,1.2970139764825082,0.16666666666666666,0.5714285714285714,0.11904761904761904,0.30952380952380953,0.09523809523809523,-0.1904761904761905,5,7,0.08620689655172414,0.22413793103448276,58,82,34,1,3,4
internvl,mmvet,perplexity,0.3,206,62,62,1.001869803088845,1.1282015918970862,0.22580645161290322,0.5806451612903226,0.1935483870967742,0.3709677419354839,0.14516129032258066,-0.1774193548387097,12,14,0.20689655172413793,0.39655172413793105,58,82,45,3,5,9
internvl,mmvet,semantic_entropy,0.1,206,21,21,-0.0,1.4868300932127982,0.09523809523809523,0.9047619047619048,0.09523809523809523,0.7142857142857143,0.047619047619047616,-0.6190476190476191,2,2,0.034482758620689655,0.25862068965517243,58,82,18,1,1,1
internvl,mmvet,semantic_entropy,0.2,206,42,42,-0.0,1.3326049263444921,0.16666666666666666,0.8095238095238095,0.11904761904761904,0.6666666666666666,0.047619047619047616,-0.5476190476190476,5,7,0.08620689655172414,0.4827586206896552,58,82,32,3,5,2
